type,id,source,instantTicketingRequired,nonHomogeneous,oneWay,lastTicketingDate,numberOfBookableSeats,itineraries,price,pricingOptions,validatingAirlineCodes,travelerPricings
flight-offer,11,GDS,False,False,False,2022-08-03,7,"[{'duration': 'PT1H28M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '5', 'at': '2022-11-01T10:45:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '1', 'at': '2022-11-01T12:13:00'}, 'carrierCode': 'B6', 'number': '2836', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'B6'}, 'duration': 'PT1H28M', 'id': '39', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '58.42', 'base': '41.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '58.42'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['B6'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '58.42', 'base': '41.00'}, 'fareDetailsBySegment': [{'segmentId': '39', 'cabin': 'ECONOMY', 'fareBasis': 'SL2AUEL1', 'brandedFare': 'DN', 'class': 'L', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,12,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT18H8M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '6', 'at': '2022-11-01T19:40:00'}, 'arrival': {'iataCode': 'SLC', 'at': '2022-11-01T22:35:00'}, 'carrierCode': 'AS', 'number': '3307', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H55M', 'id': '9', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'SLC', 'at': '2022-11-02T12:40:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-02T13:48:00'}, 'carrierCode': 'AS', 'number': '3448', 'aircraft': {'code': 'E75'}, 'duration': 'PT2H8M', 'id': '10', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '85.66', 'base': '53.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '85.66'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['AS'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '85.66', 'base': '53.00'}, 'fareDetailsBySegment': [{'segmentId': '9', 'cabin': 'ECONOMY', 'fareBasis': 'GH2TAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '10', 'cabin': 'ECONOMY', 'fareBasis': 'GH2TAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,13,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT4H49M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '6', 'at': '2022-11-01T14:25:00'}, 'arrival': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-01T15:38:00'}, 'carrierCode': 'AS', 'number': '3322', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H13M', 'id': '65', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-01T17:40:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-01T19:14:00'}, 'carrierCode': 'AS', 'number': '528', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'AS'}, 'duration': 'PT1H34M', 'id': '66', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '86.61', 'base': '59.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '86.61'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['AS'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '86.61', 'base': '59.00'}, 'fareDetailsBySegment': [{'segmentId': '65', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '66', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,14,GDS,False,False,False,2022-08-03,9,"[{'duration': 'PT1H27M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '7', 'at': '2022-11-01T13:25:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '3', 'at': '2022-11-01T14:52:00'}, 'carrierCode': 'UA', 'number': '1712', 'aircraft': {'code': '738'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H27M', 'id': '35', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '87.44', 'base': '68.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '87.44'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '87.44', 'base': '68.00'}, 'fareDetailsBySegment': [{'segmentId': '35', 'cabin': 'ECONOMY', 'fareBasis': 'LAA4OHEN', 'brandedFare': 'ECONOMY', 'class': 'L', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,15,GDS,False,False,False,2022-08-03,9,"[{'duration': 'PT1H28M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '7', 'at': '2022-11-01T06:00:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '3', 'at': '2022-11-01T07:28:00'}, 'carrierCode': 'UA', 'number': '2032', 'aircraft': {'code': '739'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H28M', 'id': '36', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '87.44', 'base': '68.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '87.44'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '87.44', 'base': '68.00'}, 'fareDetailsBySegment': [{'segmentId': '36', 'cabin': 'ECONOMY', 'fareBasis': 'LAA4OHEN', 'brandedFare': 'ECONOMY', 'class': 'L', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,16,GDS,False,False,False,2022-08-03,9,"[{'duration': 'PT1H29M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '7', 'at': '2022-11-01T22:36:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '3', 'at': '2022-11-02T00:05:00'}, 'carrierCode': 'UA', 'number': '1597', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H29M', 'id': '48', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '87.44', 'base': '68.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '87.44'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '87.44', 'base': '68.00'}, 'fareDetailsBySegment': [{'segmentId': '48', 'cabin': 'ECONOMY', 'fareBasis': 'LAA4OHEN', 'brandedFare': 'ECONOMY', 'class': 'L', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,17,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT9H39M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '6', 'at': '2022-11-01T09:35:00'}, 'arrival': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-01T10:49:00'}, 'carrierCode': 'AS', 'number': '3362', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H14M', 'id': '53', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-01T17:40:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-01T19:14:00'}, 'carrierCode': 'AS', 'number': '528', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'AS'}, 'duration': 'PT1H34M', 'id': '54', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '92.11', 'base': '59.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '92.11'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['AS'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '92.11', 'base': '59.00'}, 'fareDetailsBySegment': [{'segmentId': '53', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '54', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,18,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT14H13M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '6', 'at': '2022-11-01T19:55:00'}, 'arrival': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-01T21:08:00'}, 'carrierCode': 'AS', 'number': '3338', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H13M', 'id': '13', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-02T08:30:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-02T10:08:00'}, 'carrierCode': 'AS', 'number': '155', 'aircraft': {'code': '73J'}, 'operating': {'carrierCode': 'AS'}, 'duration': 'PT1H38M', 'id': '14', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '92.11', 'base': '59.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '92.11'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['AS'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '92.11', 'base': '59.00'}, 'fareDetailsBySegment': [{'segmentId': '13', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '14', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,19,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT16H48M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '6', 'at': '2022-11-01T19:55:00'}, 'arrival': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-01T21:08:00'}, 'carrierCode': 'AS', 'number': '3338', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H13M', 'id': '63', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-02T11:05:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-02T12:43:00'}, 'carrierCode': 'AS', 'number': '238', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'AS'}, 'duration': 'PT1H38M', 'id': '64', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '92.11', 'base': '59.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '92.11'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['AS'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '92.11', 'base': '59.00'}, 'fareDetailsBySegment': [{'segmentId': '63', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '64', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,20,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT19H43M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '6', 'at': '2022-11-01T14:25:00'}, 'arrival': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-01T15:38:00'}, 'carrierCode': 'AS', 'number': '3322', 'aircraft': {'code': 'E75'}, 'duration': 'PT1H13M', 'id': '59', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'LAS', 'terminal': '3', 'at': '2022-11-02T08:30:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-02T10:08:00'}, 'carrierCode': 'AS', 'number': '155', 'aircraft': {'code': '73J'}, 'operating': {'carrierCode': 'AS'}, 'duration': 'PT1H38M', 'id': '60', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '92.11', 'base': '59.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '92.11'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['AS'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '92.11', 'base': '59.00'}, 'fareDetailsBySegment': [{'segmentId': '59', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '60', 'cabin': 'ECONOMY', 'fareBasis': 'GH2OAVBN', 'brandedFare': 'SV', 'class': 'X', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,21,GDS,False,False,False,2022-08-03,9,"[{'duration': 'PT1H29M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '7', 'at': '2022-11-01T18:46:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '3', 'at': '2022-11-01T20:15:00'}, 'carrierCode': 'UA', 'number': '1416', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H29M', 'id': '47', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '92.82', 'base': '73.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '92.82'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '92.82', 'base': '73.00'}, 'fareDetailsBySegment': [{'segmentId': '47', 'cabin': 'ECONOMY', 'fareBasis': 'TAA7JHEN', 'brandedFare': 'ECONOMY', 'class': 'T', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,22,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT1H28M', 'segments': [{'departure': {'iataCode': 'ONT', 'terminal': '2', 'at': '2022-11-01T10:30:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '3', 'at': '2022-11-01T11:58:00'}, 'carrierCode': 'UA', 'number': '5416', 'aircraft': {'code': 'E7W'}, 'duration': 'PT1H28M', 'id': '38', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '97.12', 'base': '77.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '97.12'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '97.12', 'base': '77.00'}, 'fareDetailsBySegment': [{'segmentId': '38', 'cabin': 'ECONOMY', 'fareBasis': 'KAK2JKDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,23,GDS,False,False,False,2022-08-03,9,"[{'duration': 'PT1H28M', 'segments': [{'departure': {'iataCode': 'ONT', 'terminal': '2', 'at': '2022-11-01T16:00:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '3', 'at': '2022-11-01T17:28:00'}, 'carrierCode': 'UA', 'number': '4744', 'aircraft': {'code': 'E7W'}, 'duration': 'PT1H28M', 'id': '40', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '97.12', 'base': '77.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '97.12'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '97.12', 'base': '77.00'}, 'fareDetailsBySegment': [{'segmentId': '40', 'cabin': 'ECONOMY', 'fareBasis': 'KAK2JKDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,24,GDS,False,False,False,2022-08-03,6,"[{'duration': 'PT1H28M', 'segments': [{'departure': {'iataCode': 'ONT', 'terminal': '2', 'at': '2022-11-01T18:28:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '3', 'at': '2022-11-01T19:56:00'}, 'carrierCode': 'UA', 'number': '5407', 'aircraft': {'code': 'E7W'}, 'duration': 'PT1H28M', 'id': '41', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '97.12', 'base': '77.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '97.12'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '97.12', 'base': '77.00'}, 'fareDetailsBySegment': [{'segmentId': '41', 'cabin': 'ECONOMY', 'fareBasis': 'KAK2JKDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,25,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT8H28M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '3', 'at': '2022-11-01T09:51:00'}, 'arrival': {'iataCode': 'SLC', 'at': '2022-11-01T12:43:00'}, 'carrierCode': 'DL', 'number': '1010', 'aircraft': {'code': '739'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT1H52M', 'id': '44', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'SLC', 'at': '2022-11-01T17:16:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-01T18:19:00'}, 'carrierCode': 'DL', 'number': '2276', 'aircraft': {'code': '223'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT2H3M', 'id': '45', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '106.08', 'base': '72.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '106.08'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '106.08', 'base': '72.00'}, 'fareDetailsBySegment': [{'segmentId': '44', 'cabin': 'ECONOMY', 'fareBasis': 'XAUNX0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '45', 'cabin': 'ECONOMY', 'fareBasis': 'VAVSA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,26,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT9H6M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '3', 'at': '2022-11-01T07:05:00'}, 'arrival': {'iataCode': 'SLC', 'at': '2022-11-01T09:59:00'}, 'carrierCode': 'DL', 'number': '1163', 'aircraft': {'code': '321'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT1H54M', 'id': '5', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'SLC', 'at': '2022-11-01T15:11:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-01T16:11:00'}, 'carrierCode': 'DL', 'number': '1352', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT2H', 'id': '6', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '106.08', 'base': '72.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '106.08'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '106.08', 'base': '72.00'}, 'fareDetailsBySegment': [{'segmentId': '5', 'cabin': 'ECONOMY', 'fareBasis': 'XAUNX0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '6', 'cabin': 'ECONOMY', 'fareBasis': 'VAVSA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,27,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT11H14M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '3', 'at': '2022-11-01T07:05:00'}, 'arrival': {'iataCode': 'SLC', 'at': '2022-11-01T09:59:00'}, 'carrierCode': 'DL', 'number': '1163', 'aircraft': {'code': '321'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT1H54M', 'id': '15', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'SLC', 'at': '2022-11-01T17:16:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-01T18:19:00'}, 'carrierCode': 'DL', 'number': '2276', 'aircraft': {'code': '223'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT2H3M', 'id': '16', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '106.08', 'base': '72.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '106.08'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '106.08', 'base': '72.00'}, 'fareDetailsBySegment': [{'segmentId': '15', 'cabin': 'ECONOMY', 'fareBasis': 'XAUNX0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '16', 'cabin': 'ECONOMY', 'fareBasis': 'VAVSA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,28,GDS,False,False,False,2022-08-03,3,"[{'duration': 'PT14H13M', 'segments': [{'departure': {'iataCode': 'LAX', 'terminal': '3', 'at': '2022-11-01T09:51:00'}, 'arrival': {'iataCode': 'SLC', 'at': '2022-11-01T12:43:00'}, 'carrierCode': 'DL', 'number': '1010', 'aircraft': {'code': '739'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT1H52M', 'id': '11', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'SLC', 'at': '2022-11-01T22:59:00'}, 'arrival': {'iataCode': 'SFO', 'terminal': '2', 'at': '2022-11-02T00:04:00'}, 'carrierCode': 'DL', 'number': '2104', 'aircraft': {'code': '321'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT2H5M', 'id': '12', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '106.08', 'base': '72.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '106.08'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '106.08', 'base': '72.00'}, 'fareDetailsBySegment': [{'segmentId': '11', 'cabin': 'ECONOMY', 'fareBasis': 'XAUNX0BQ', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '12', 'cabin': 'ECONOMY', 'fareBasis': 'VAVSA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
